,PseudoTime1,PseudoTime2
E368_371,NA,0.46366
E29_203,NA,0.25313
E1006_247,0.30827,NA
E4362_408,0.51003,NA
E964_424,0.53008,NA
E1717_541,NA,0.67669
E4020_222,NA,0.27694
E1288_480,0.60025,NA
E3227_642,NA,0.80326
E4618_356,NA,0.44486
E1545_371,0.46366,NA
E1068_275,0.34336,NA
E1299_723,NA,0.90476
E1148_132,0.16416,NA
E4949_623,0.77945,NA
E4236_508,0.63534,NA
E3970_131,0.16291,NA
E1654_730,0.91353,NA
E958_448,0.56015,NA
E3909_267,NA,0.33333
E1513_711,NA,0.88972
E1355_207,NA,0.25815
E4355_713,0.89223,NA
E1267_74,NA,0.09148
E583_256,NA,0.31955
E1486_748,0.93609,NA
E1935_202,NA,0.25188
E419_699,NA,0.87469
E3743_601,NA,0.75188
E2033_205,0.25564,NA
E1396_712,0.89098,NA
E2023_630,NA,0.78822
E4940_371,0.46366,NA
E1823_699,0.87469,NA
E2933_312,NA,0.38972
E1527_719,NA,0.89975
E431_275,NA,0.34336
E2837_528,NA,0.6604
E4195_268,NA,0.33459
E4881_761,NA,0.95238
E2839_799,NA,1.0
E754_125,0.15539,NA
E3894_586,0.73308,NA
E3378_721,0.90226,NA
E3714_673,0.84211,NA
E2755_262,0.32707,NA
E1767_457,0.57143,NA
E2500_343,NA,0.42857
E3406_756,0.94612,NA
E1175_746,0.93358,NA
E3938_252,NA,0.31454
E4087_675,0.84461,NA
E335_403,0.50376,NA
E730_557,0.69674,NA
E1334_403,NA,0.50376
E4644_664,0.83083,NA
E820_712,0.89098,NA
E3178_208,0.2594,NA
E4791_468,NA,0.58521
E4528_495,0.61905,NA
E4763_794,NA,0.99373
E1459_559,0.69925,NA
E209_744,0.93108,NA
E2951_631,0.78947,NA
E1153_163,0.20301,NA
E3839_654,NA,0.8183
E934_674,NA,0.84336
E4094_616,NA,0.77068
E2079_416,NA,0.52005
E4686_677,NA,0.84712
E986_124,NA,0.15414
E1590_591,NA,0.73935
E4509_207,NA,0.25815
E2489_494,0.61779,NA
E396_97,NA,0.1203
E843_132,NA,0.16416
E2046_603,0.75439,NA
E3856_180,NA,0.22431
E544_624,NA,0.7807
E4363_152,NA,0.18922
E1512_472,0.59023,NA
E2250_530,0.66291,NA
E1510_256,NA,0.31955
E933_467,NA,0.58396
E4348_347,0.43358,NA
E4281_630,NA,0.78822
E1944_332,0.41479,NA
E3947_429,NA,0.53634
E2586_27,NA,0.03258
E4608_49,NA,0.06015
E280_450,NA,0.56266
E3978_128,0.15915,NA
E1025_621,NA,0.77694
E4147_64,0.07895,NA
E2036_88,0.10902,NA
E1056_2,0.00125,NA
E1963_683,NA,0.85464
E731_230,0.28697,NA
E2239_667,NA,0.83459
E2493_65,NA,0.0802
E1136_497,NA,0.62155
E816_410,NA,0.51253
E1073_571,NA,0.71429
E702_200,0.24937,NA
E4565_414,0.51754,NA
E3820_402,NA,0.50251
E466_523,NA,0.65414
E624_421,NA,0.52632
E3470_337,0.42105,NA
E623_96,NA,0.11905
E420_44,0.05388,NA
E3490_674,NA,0.84336
E4063_613,NA,0.76692
E164_373,0.46617,NA
E3755_364,NA,0.45489
E4546_140,0.17419,NA
E1859_181,0.22556,NA
E2937_620,NA,0.77569
E4196_259,0.32331,NA
E591_276,NA,0.34461
E2323_535,0.66917,NA
E2536_216,0.26942,NA
E3090_770,NA,0.96366
E261_366,0.45739,NA
E410_280,NA,0.34962
E438_348,0.43484,NA
E3833_191,NA,0.2381
E67_544,0.68045,NA
E931_641,NA,0.80201
E2304_162,NA,0.20175
E1075_354,NA,0.44236
E1436_613,0.76692,NA
E4663_276,NA,0.34461
E3130_182,0.22682,NA
E1664_777,NA,0.97243
E1416_288,0.35965,NA
E94_9,NA,0.01003
E4447_311,NA,0.38847
E3758_502,0.62782,NA
E2332_555,0.69424,NA
E4034_417,0.5213,NA
E3119_299,0.37343,NA
E640_9,NA,0.01003
E3697_456,NA,0.57018
E2189_572,0.71554,NA
E4389_427,0.53383,NA
E2959_760,NA,0.95113
E1111_133,0.16541,NA
E4140_580,0.72556,NA
E2980_38,0.04637,NA
E720_184,NA,0.22932
E4218_392,0.48997,NA
E890_237,NA,0.29574
E1446_464,NA,0.5802
E649_339,NA,0.42356
E3678_767,NA,0.9599
E4660_667,NA,0.83459
E4488_13,NA,0.01504
E869_36,0.04386,NA
E350_187,0.23308,NA
E1331_368,NA,0.4599
E4611_586,0.73308,NA
E4418_463,0.57895,NA
E1771_490,NA,0.61278
E2573_740,NA,0.92607
E4727_790,0.98872,NA
E2806_230,0.28697,NA
E2477_328,NA,0.40977
E2910_400,NA,0.5
E1453_222,NA,0.27694
E3493_745,0.93233,NA
E3305_631,0.78947,NA
E1369_598,0.74812,NA
E367_345,NA,0.43108
E2670_459,0.57393,NA
E4377_149,NA,0.18546
E388_608,NA,0.76065
E1858_548,0.68546,NA
E575_321,NA,0.401
E4286_283,NA,0.35338
E1936_125,0.15539,NA
E4056_485,NA,0.60652
E2310_104,NA,0.12907
E1697_687,NA,0.85965
E88_39,0.04762,NA
E657_738,NA,0.92356
E766_556,0.69549,NA
E2855_736,0.92105,NA
E3253_355,0.44361,NA
E1619_611,NA,0.76441
E1634_314,NA,0.39223
E1976_16,NA,0.0188
E4090_611,0.76441,NA
E3095_71,NA,0.08772
E1791_426,NA,0.53258
E752_46,NA,0.05639
E2377_43,0.05263,NA
E4429_117,0.14536,NA
E918_355,0.44361,NA
E2607_283,0.35338,NA
E1378_55,0.06767,NA
E4597_614,0.76817,NA
E3597_318,NA,0.39724
E4407_540,NA,0.67544
E2227_258,0.32206,NA
E4523_654,NA,0.8183
E1793_204,NA,0.25439
E4675_474,NA,0.59273
E1826_547,0.68421,NA
E2383_610,NA,0.76316
E3720_500,NA,0.62531
E1137_283,0.35338,NA
E1295_679,NA,0.84962
E2561_364,0.45489,NA
E4215_605,0.75689,NA
E4091_19,0.02256,NA
E945_467,NA,0.58396
E883_579,NA,0.72431
E3108_662,NA,0.82832
E4388_268,0.33459,NA
E4414_195,NA,0.24311
E980_665,NA,0.83208
E2825_298,NA,0.37218
E3169_648,0.81078,NA
E62_619,0.77444,NA
E2901_711,NA,0.88972
E168_149,0.18546,NA
E877_727,NA,0.90977
E4710_561,NA,0.70175
E4089_471,0.58897,NA
E4369_257,0.3208,NA
E2588_250,NA,0.31203
E2249_406,NA,0.50752
E2637_799,1.0,NA
E4605_758,0.94862,NA
E2753_289,0.3609,NA
E2199_699,NA,0.87469
E1273_96,0.11905,NA
E3895_655,0.81955,NA
E2736_709,NA,0.88722
E4373_58,NA,0.07143
E922_230,NA,0.28697
E651_231,NA,0.28822
E2194_398,0.49749,NA
E333_374,0.46742,NA
E1033_429,NA,0.53634
E1932_268,0.33459,NA
E4278_338,NA,0.42231
E4665_538,0.67293,NA
E1876_457,0.57143,NA
E2357_461,0.57644,NA
E4357_613,0.76692,NA
E3190_508,NA,0.63534
E1922_746,NA,0.93358
E1537_577,0.7218,NA
E3434_84,NA,0.10401
E2508_767,NA,0.9599
E4139_526,NA,0.65789
E2617_521,0.65163,NA
E1254_370,NA,0.46241
E2400_410,0.51253,NA
E216_525,NA,0.65664
E2095_27,NA,0.03258
E3638_331,NA,0.41353
E1167_240,NA,0.2995
E2016_679,0.84962,NA
E737_66,NA,0.08145
E4336_602,NA,0.75313
E465_469,0.58647,NA
E2572_471,0.58897,NA
E3233_798,0.99875,NA
E3036_653,0.81704,NA
E2143_320,0.39975,NA
E1286_237,NA,0.29574
E627_385,0.4812,NA
E927_783,0.97995,NA
E4337_645,NA,0.80702
E3077_335,NA,0.41855
E2208_313,0.39098,NA
E2498_634,NA,0.79323
E2490_388,NA,0.48496
E1550_525,NA,0.65664
E4434_6,NA,0.00627
E773_681,NA,0.85213
E3857_279,NA,0.34837
E4072_62,0.07644,NA
E2398_739,0.92481,NA
E4033_143,0.17794,NA
E1215_601,NA,0.75188
E3858_47,NA,0.05764
E2_442,NA,0.55263
E512_477,0.59649,NA
E1848_432,NA,0.5401
E4802_19,0.02256,NA
E2296_625,NA,0.78195
E2443_738,NA,0.92356
E2214_566,0.70802,NA
E4863_301,NA,0.37594
E4599_77,NA,0.09524
E3549_290,0.36216,NA
E2710_465,NA,0.58145
E2636_545,0.6817,NA
E4499_91,0.11278,NA
E3443_152,0.18922,NA
E1069_455,0.56892,NA
E3459_588,NA,0.73559
E832_365,NA,0.45614
E2889_265,0.33083,NA
E1078_133,NA,0.16541
E1399_735,0.9198,NA
E618_407,NA,0.50877
E4341_115,NA,0.14286
E3666_148,NA,0.18421
E3023_479,0.599,NA
E1601_771,NA,0.96491
E4994_466,NA,0.58271
E2739_740,0.92607,NA
E1236_405,0.50627,NA
E2585_74,NA,0.09148
E4438_719,0.89975,NA
E3323_206,0.25689,NA
E4674_45,0.05514,NA
E4576_125,NA,0.15539
E946_124,0.15414,NA
E3431_591,NA,0.73935
E4851_36,0.04386,NA
E3584_28,NA,0.03383
E3727_75,NA,0.09273
E722_209,0.26065,NA
E4317_227,NA,0.28321
E4737_37,0.04511,NA
E609_727,0.90977,NA
E570_247,0.30827,NA
E4595_185,NA,0.23058
E3146_158,0.19674,NA
E1344_424,NA,0.53008
E724_111,0.13784,NA
E2211_555,NA,0.69424
E3681_644,0.80576,NA
E2426_16,NA,0.0188
E2448_689,0.86216,NA
E4530_731,NA,0.91479
E2305_767,NA,0.9599
E3887_325,0.40602,NA
E3201_488,0.61028,NA
E2138_259,NA,0.32331
E418_351,NA,0.4386
E4648_696,0.87093,NA
E1251_698,0.87343,NA
E2909_172,NA,0.21429
E3893_777,NA,0.97243
E3590_542,0.67794,NA
E746_391,0.48872,NA
E1642_191,0.2381,NA
E1145_228,NA,0.28446
E2460_491,0.61404,NA
E4058_91,NA,0.11278
E1_677,0.84712,NA
E4688_540,0.67544,NA
E3195_264,0.32957,NA
E3147_766,0.95865,NA
E200_24,0.02882,NA
E2029_488,NA,0.61028
E266_343,NA,0.42857
E3904_458,0.57268,NA
E4289_414,NA,0.51754
E1178_81,NA,0.10025
E852_22,0.02632,NA
E3044_134,0.16667,NA
E3673_502,NA,0.62782
E1225_24,0.02882,NA
E3250_98,NA,0.12155
E4808_243,0.30326,NA
E2977_453,0.56642,NA
E1026_250,0.31203,NA
E3266_264,NA,0.32957
E505_331,NA,0.41353
E4698_324,NA,0.40476
E452_746,NA,0.93358
E1222_206,NA,0.25689
E3278_549,NA,0.68672
E2838_587,0.73434,NA
E3407_730,0.91353,NA
E2331_592,0.7406,NA
E3375_524,0.65539,NA
E1788_664,0.83083,NA
E129_244,NA,0.30451
E1455_671,0.8396,NA
E3228_137,NA,0.17043
E2568_221,0.27569,NA
E408_175,0.21805,NA
E2204_681,0.85213,NA
E3741_150,0.18672,NA
E2556_684,NA,0.85589
E2703_270,NA,0.33709
E3035_374,0.46742,NA
E2422_358,0.44737,NA
E1584_750,NA,0.9386
E2106_627,NA,0.78446
E1621_42,0.05138,NA
E911_427,NA,0.53383
E1126_27,NA,0.03258
E1618_717,0.89724,NA
E3091_359,NA,0.44862
E2919_699,NA,0.87469
E3380_645,0.80702,NA
E3017_499,0.62406,NA
E2570_468,NA,0.58521
E1072_352,0.43985,NA
E1626_392,NA,0.48997
E4834_784,NA,0.9812
E184_282,NA,0.35213
E3870_110,0.13659,NA
E31_701,0.87719,NA
E1172_369,NA,0.46115
E4539_444,0.55514,NA
E2689_167,NA,0.20802
E629_484,0.60526,NA
E2863_475,0.59398,NA
E199_108,0.13409,NA
E2408_766,0.95865,NA
E3987_290,0.36216,NA
E928_118,NA,0.14662
E1496_7,NA,0.00752
E4256_297,NA,0.37093
E3448_105,NA,0.13033
E4265_585,NA,0.73183
E529_411,0.51378,NA
E874_365,0.45614,NA
E299_348,0.43484,NA
E1560_311,0.38847,NA
E601_535,0.66917,NA
E4314_797,NA,0.99749
E146_32,0.03885,NA
E2202_35,0.04261,NA
E3225_158,NA,0.19674
E2757_351,NA,0.4386
E4483_514,NA,0.64286
E2172_50,NA,0.0614
E4420_2,NA,0.00125
E2187_390,0.48747,NA
E1867_149,0.18546,NA
E1651_580,0.72556,NA
E3899_161,0.2005,NA
E1832_591,0.73935,NA
E4891_210,NA,0.2619
E1340_703,0.8797,NA
E1559_742,NA,0.92857
E244_78,NA,0.09649
E183_392,0.48997,NA
E3021_247,0.30827,NA
E1269_178,NA,0.2218
E4_421,0.52632,NA
E1492_732,NA,0.91604
E2978_47,NA,0.05764
E404_294,NA,0.36717
E1472_645,0.80702,NA
E3068_623,NA,0.77945
E1199_378,NA,0.47243
E870_125,0.15539,NA
E1257_492,NA,0.61529
E848_218,NA,0.27193
E1563_211,NA,0.26316
E1230_491,NA,0.61404
E1393_688,NA,0.8609
E4571_273,0.34085,NA
E1768_292,0.36466,NA
E2421_217,0.27068,NA
E4007_453,0.56642,NA
E3267_464,NA,0.5802
E4018_659,NA,0.82456
E2598_118,0.14662,NA
E171_162,NA,0.20175
E3204_214,NA,0.26692
E3079_272,0.3396,NA
E4266_93,NA,0.11529
E2664_524,NA,0.65539
E169_178,NA,0.2218
E2078_707,0.88471,NA
E2349_340,NA,0.42481
E1205_464,0.5802,NA
E338_311,NA,0.38847
E3031_140,NA,0.17419
E1735_250,0.31203,NA
E2593_543,0.6792,NA
E312_350,0.43734,NA
E1810_84,0.10401,NA
E3587_345,NA,0.43108
E2136_136,NA,0.16917
E115_591,NA,0.73935
E3013_403,0.50376,NA
E2928_60,0.07393,NA
E2240_102,0.12657,NA
E1228_574,NA,0.71805
E2761_149,NA,0.18546
E174_645,NA,0.80702
E4826_393,NA,0.49123
E523_216,NA,0.26942
E4566_542,0.67794,NA
E215_715,NA,0.89474
E4327_765,NA,0.95739
E4472_442,0.55263,NA
E4258_384,NA,0.47995
E676_150,NA,0.18672
E1521_304,0.3797,NA
E2084_704,0.88095,NA
E4177_375,0.46867,NA
E3706_241,0.30075,NA
E2672_481,0.6015,NA
E700_8,0.00877,NA
E993_60,0.07393,NA
E1982_616,0.77068,NA
E1045_179,0.22306,NA
E1804_395,NA,0.49373
E1755_330,NA,0.41228
E3094_450,NA,0.56266
E3192_719,NA,0.89975
E1561_220,NA,0.27444
E430_177,NA,0.22055
E1722_166,0.20677,NA
E4574_116,NA,0.14411
E1506_509,NA,0.63659
E3889_794,NA,0.99373
E915_541,0.67669,NA
E645_408,NA,0.51003
E857_576,NA,0.72055
E153_116,0.14411,NA
E2287_183,NA,0.22807
E756_795,0.99499,NA
E3226_641,NA,0.80201
E3570_177,NA,0.22055
E2534_731,0.91479,NA
E3713_166,NA,0.20677
E4290_518,NA,0.64787
E805_287,NA,0.3584
E492_321,0.401,NA
E1191_328,0.40977,NA
E2895_28,0.03383,NA
E3660_230,0.28697,NA
E2828_531,0.66416,NA
E3342_67,0.08271,NA
E4099_297,0.37093,NA
E2908_26,0.03133,NA
E2480_70,NA,0.08647
E1587_504,NA,0.63033
E3321_662,0.82832,NA
E491_191,0.2381,NA
E3609_165,0.20551,NA
E64_237,NA,0.29574
E3655_486,0.60777,NA
E2059_785,NA,0.98246
E1905_112,0.1391,NA
E3332_737,0.92231,NA
E717_775,NA,0.96992
E3916_254,0.31704,NA
E973_737,0.92231,NA
E1441_543,0.6792,NA
E2963_14,0.01629,NA
E4612_715,0.89474,NA
E3290_763,NA,0.95489
E1365_750,NA,0.9386
E711_66,NA,0.08145
E4443_492,0.61529,NA
E2307_593,0.74185,NA
E4446_760,0.95113,NA
E1556_267,NA,0.33333
E4838_510,NA,0.63784
E3135_647,NA,0.80952
E275_759,NA,0.94987
E4858_181,0.22556,NA
E2537_239,0.29825,NA
E4758_486,0.60777,NA
E1577_233,NA,0.29073
E2923_341,NA,0.42607
E793_295,0.36842,NA
E574_657,NA,0.82206
E1406_643,0.80451,NA
E806_511,0.6391,NA
E1115_243,NA,0.30326
E428_342,NA,0.42732
E1061_56,0.06892,NA
E277_760,0.95113,NA
E2014_33,NA,0.0401
E3310_67,0.08271,NA
E2702_726,0.90852,NA
E2152_76,NA,0.09398
E4304_653,NA,0.81704
E3845_221,0.27569,NA
E1246_509,0.63659,NA
E4272_195,0.24311,NA
E1270_30,0.03634,NA
E941_416,NA,0.52005
E2834_126,NA,0.15664
E142_435,0.54386,NA
E1924_43,NA,0.05263
E448_255,0.3183,NA
E1156_157,NA,0.19549
E4779_143,NA,0.17794
E4874_273,0.34085,NA
E395_308,0.38471,NA
E1911_588,NA,0.73559
E4242_15,NA,0.01754
E4250_425,0.53133,NA
E2335_215,0.26817,NA
E2348_770,0.96366,NA
E4119_563,NA,0.70426
E4751_574,0.71805,NA
E851_795,NA,0.99499
E4403_745,NA,0.93233
E243_176,0.2193,NA
E1894_169,0.21053,NA
E2678_26,NA,0.03133
E253_754,NA,0.94361
E1562_223,0.2782,NA
E2031_545,0.6817,NA
E2404_195,NA,0.24311
E660_302,NA,0.37719
E1686_222,0.27694,NA
E982_505,NA,0.63158
E4264_622,0.7782,NA
E363_598,0.74812,NA
E1076_529,NA,0.66165
E3890_154,NA,0.19173
E1183_538,0.67293,NA
E3593_370,0.46241,NA
E4150_703,0.8797,NA
E4186_98,NA,0.12155
E1009_665,NA,0.83208
E1514_308,NA,0.38471
E2735_300,0.37469,NA
E2149_355,0.44361,NA
E2483_445,0.55639,NA
E3651_545,0.6817,NA
E909_353,NA,0.4411
E4277_286,NA,0.35714
E3460_670,NA,0.83835
E1462_402,0.50251,NA
E1970_636,NA,0.79574
E3350_258,NA,0.32206
E4570_20,0.02381,NA
E3080_657,NA,0.82206
E447_657,NA,0.82206
E3689_211,0.26316,NA
E822_639,0.7995,NA
E4416_716,NA,0.89599
E3281_522,NA,0.65288
E4384_585,0.73183,NA
E3451_675,NA,0.84461
E2984_193,0.2406,NA
E4015_150,NA,0.18672
E2026_411,0.51378,NA
E1255_760,0.95113,NA
E3672_349,NA,0.43609
E650_26,NA,0.03133
E778_143,0.17794,NA
E382_382,0.47744,NA
E4158_401,0.50125,NA
E1346_760,0.95113,NA
E661_786,0.98371,NA
E4682_322,0.40226,NA
E1523_263,0.32832,NA
E4273_796,0.99624,NA
E3998_308,0.38471,NA
E2635_522,0.65288,NA
E845_513,NA,0.6416
E1370_379,NA,0.47368
E1761_363,0.45363,NA
E1386_521,0.65163,NA
E4887_545,NA,0.6817
E436_461,0.57644,NA
E1491_109,0.13534,NA
E2270_115,NA,0.14286
E3322_448,0.56015,NA
E3067_321,NA,0.401
E1223_752,NA,0.9411
E1864_21,0.02506,NA
E1824_260,0.32456,NA
E4333_543,0.6792,NA
E341_204,0.25439,NA
E178_99,0.12281,NA
E1413_533,0.66667,NA
E817_732,NA,0.91604
E4352_566,NA,0.70802
E578_731,NA,0.91479
E4009_504,0.63033,NA
E1865_550,NA,0.68797
E4630_212,0.26441,NA
E4958_532,NA,0.66541
E3040_386,NA,0.48246
E4774_771,NA,0.96491
E571_320,0.39975,NA
E3335_785,NA,0.98246
E99_606,0.75815,NA
E3911_497,NA,0.62155
E4151_240,NA,0.2995
E283_203,0.25313,NA
E2265_468,NA,0.58521
E1952_482,NA,0.60276
E3209_396,NA,0.49499
E4047_501,NA,0.62657
E733_62,NA,0.07644
E403_526,0.65789,NA
E2746_210,NA,0.2619
E721_21,NA,0.02506
E1687_19,NA,0.02256
E110_312,0.38972,NA
E782_508,0.63534,NA
E30_36,NA,0.04386
E1201_520,0.65038,NA
E646_791,0.98997,NA
E1782_312,0.38972,NA
E2624_605,0.75689,NA
E336_430,NA,0.53759
E1106_290,0.36216,NA
E2072_594,NA,0.74311
E585_314,0.39223,NA
E3776_799,NA,1.0
E2324_550,NA,0.68797
E3853_752,0.9411,NA
E1433_725,NA,0.90727
E2397_421,NA,0.52632
E2861_90,NA,0.11153
E3364_742,NA,0.92857
E1998_739,NA,0.92481
E3480_731,0.91479,NA
E4243_65,NA,0.0802
E1536_776,0.97118,NA
E968_349,0.43609,NA
E3574_596,NA,0.74561
E1464_257,NA,0.3208
E3347_72,0.08897,NA
E2289_672,NA,0.84085
E4656_610,0.76316,NA
E538_41,NA,0.05013
E2848_454,0.56767,NA
E1570_632,0.79073,NA
E1898_138,0.17168,NA
E608_582,0.72807,NA
E3115_79,0.09774,NA
E2047_685,0.85714,NA
E2734_92,NA,0.11404
E3600_302,0.37719,NA
E2719_648,0.81078,NA
E4586_502,NA,0.62782
E2794_156,0.19424,NA
E2333_313,NA,0.39098
E3295_501,NA,0.62657
E2010_322,NA,0.40226
E286_139,0.17293,NA
E3337_82,NA,0.1015
E4453_768,NA,0.96115
E2107_472,0.59023,NA
E1097_385,NA,0.4812
E3417_211,NA,0.26316
E3662_585,NA,0.73183
E2955_608,NA,0.76065
E4342_480,0.60025,NA
E1655_406,NA,0.50752
E4131_354,NA,0.44236
E2412_689,NA,0.86216
E2770_657,0.82206,NA
E2560_702,NA,0.87845
E3232_780,0.97619,NA
E3452_588,0.73559,NA
E259_361,0.45113,NA
E622_25,NA,0.03008
E3088_362,0.45238,NA
E1596_317,0.39599,NA
E4142_205,0.25564,NA
E3580_542,0.67794,NA
E323_714,0.89348,NA
E4548_617,0.77193,NA
E321_633,0.79198,NA
E1745_63,0.07769,NA
E2090_711,NA,0.88972
E181_96,NA,0.11905
E185_775,NA,0.96992
E4379_625,NA,0.78195
E4701_606,NA,0.75815
E4578_596,0.74561,NA
E1038_688,NA,0.8609
E1751_705,0.88221,NA
E4239_75,NA,0.09273
E3394_551,0.68922,NA
E2547_794,0.99373,NA
E2777_770,0.96366,NA
E807_352,0.43985,NA
E3121_183,0.22807,NA
E2056_558,0.69799,NA
E787_753,0.94236,NA
E4633_393,NA,0.49123
E3179_674,NA,0.84336
E66_668,0.83584,NA
E478_229,0.28571,NA
E3502_640,NA,0.80075
E303_42,0.05138,NA
E3293_432,NA,0.5401
E3891_539,0.67419,NA
E4210_435,NA,0.54386
E4351_214,NA,0.26692
E3670_29,0.03509,NA
E1977_405,NA,0.50627
E3205_301,0.37594,NA
E2373_237,0.29574,NA
E764_54,NA,0.06642
E1955_237,0.29574,NA
E4010_590,NA,0.7381
E1385_476,0.59524,NA
E3951_432,NA,0.5401
E2233_603,0.75439,NA
E2286_764,0.95614,NA
E1414_105,NA,0.13033
E2876_70,NA,0.08647
E4170_285,0.35589,NA
E1925_459,NA,0.57393
E1081_104,NA,0.12907
E131_23,NA,0.02757
E3344_499,NA,0.62406
E2177_701,NA,0.87719
E878_701,0.87719,NA
E669_202,0.25188,NA
E3235_198,0.24687,NA
E4065_166,NA,0.20677
E1535_50,NA,0.0614
E1180_188,0.23434,NA
E3093_158,NA,0.19674
E2729_322,0.40226,NA
E1232_771,0.96491,NA
E1907_200,NA,0.24937
E3766_462,NA,0.57769
E506_88,0.10902,NA
E1558_173,0.21554,NA
E4428_512,0.64035,NA
E904_614,NA,0.76817
E205_778,NA,0.97368
E632_754,NA,0.94361
E3172_754,0.94361,NA
E4871_219,NA,0.27318
E3888_727,NA,0.90977
E8_692,0.86591,NA
E2935_776,0.97118,NA
E3340_540,0.67544,NA
E687_738,NA,0.92356
E4146_79,NA,0.09774
E962_292,NA,0.36466
E3789_33,0.0401,NA
E1593_97,NA,0.1203
E4117_79,NA,0.09774
E3946_200,NA,0.24937
E3326_11,NA,0.01253
E2416_151,0.18797,NA
E3441_354,NA,0.44236
E3540_245,0.30576,NA
E3990_269,0.33584,NA
E3642_99,0.12281,NA
E4567_13,0.01504,NA
E2805_213,0.26566,NA
E997_244,NA,0.30451
E4249_332,0.41479,NA
E233_395,0.49373,NA
E568_188,0.23434,NA
E4877_479,NA,0.599
E1265_639,NA,0.7995
E1044_550,0.68797,NA
E1633_765,NA,0.95739
E4477_353,NA,0.4411
E480_668,NA,0.83584
E4651_478,0.59774,NA
E1760_400,0.5,NA
E3965_772,NA,0.96617
E197_637,NA,0.79699
E1123_280,NA,0.34962
E4591_741,NA,0.92732
E4937_472,0.59023,NA
E2294_343,NA,0.42857
E2339_138,0.17168,NA
E1303_628,0.78571,NA
E2414_437,NA,0.54637
E2267_80,NA,0.099
E696_289,NA,0.3609
E391_760,0.95113,NA
E3415_75,NA,0.09273
E1692_18,0.0213,NA
E1844_344,NA,0.42982
E424_434,NA,0.54261
E3886_288,0.35965,NA
E4185_14,0.01629,NA
E1460_774,NA,0.96867
E2872_791,0.98997,NA
E1776_695,NA,0.86967
E4237_162,NA,0.20175
E3958_623,NA,0.77945
E4207_605,NA,0.75689
E1451_701,0.87719,NA
E467_196,NA,0.24436
E546_203,0.25313,NA
E1752_592,0.7406,NA
E1018_539,NA,0.67419
E3961_705,0.88221,NA
E474_66,NA,0.08145
E2497_496,0.6203,NA
E19_665,0.83208,NA
E4294_496,NA,0.6203
E4340_453,NA,0.56642
E1248_675,NA,0.84461
E25_340,NA,0.42481
E3773_160,0.19925,NA
E688_628,NA,0.78571
E1454_769,NA,0.96241
E4004_353,0.4411,NA
E2205_77,0.09524,NA
E306_471,NA,0.58897
E814_86,0.10652,NA
E2120_532,NA,0.66541
E318_346,NA,0.43233
E936_173,NA,0.21554
E4193_238,0.29699,NA
E2592_84,0.10401,NA
E3566_678,0.84837,NA
E1364_715,0.89474,NA
E743_798,NA,0.99875
E4632_289,NA,0.3609
E3109_71,0.08772,NA
E1287_116,NA,0.14411
E3683_558,NA,0.69799
E3610_374,0.46742,NA
E3324_171,0.21303,NA
E4628_387,NA,0.48371
E2139_112,0.1391,NA
E1949_565,NA,0.70677
E921_561,0.70175,NA
E984_798,NA,0.99875
E2525_109,NA,0.13534
E4008_681,NA,0.85213
E3445_223,0.2782,NA
E2319_358,0.44737,NA
E3903_778,0.97368,NA
E3556_682,0.85338,NA
E1282_694,0.86842,NA
E4382_568,0.71053,NA
E55_159,NA,0.19799
E3614_90,NA,0.11153
E537_360,NA,0.44987
E4718_356,0.44486,NA
E846_339,NA,0.42356
E3774_248,NA,0.30952
E4490_317,NA,0.39599
E444_52,NA,0.06391
E3922_764,0.95614,NA
E1193_518,NA,0.64787
E686_647,NA,0.80952
E2306_571,NA,0.71429
E898_606,0.75815,NA
E940_199,NA,0.24812
E3029_712,0.89098,NA
E1345_352,NA,0.43985
E213_149,0.18546,NA
E1959_219,NA,0.27318
E2596_230,0.28697,NA
E1611_391,0.48872,NA
E1648_67,NA,0.08271
E360_423,0.52882,NA
E974_147,0.18296,NA
E74_732,NA,0.91604
E4983_35,0.04261,NA
E3361_300,NA,0.37469
E3469_224,0.27945,NA
E4161_150,NA,0.18672
E4896_762,0.95363,NA
E1978_747,0.93484,NA
E401_376,NA,0.46992
E2126_264,0.32957,NA
E2403_649,0.81203,NA
E3801_387,0.48371,NA
E4062_139,NA,0.17293
E3001_301,0.37594,NA
E2502_622,0.7782,NA
E897_256,NA,0.31955
E4529_636,0.79574,NA
E2161_585,NA,0.73183
E4479_136,NA,0.16917
E710_620,0.77569,NA
E2222_760,0.95113,NA
E2981_679,NA,0.84962
E2076_30,NA,0.03634
E4307_685,NA,0.85714
E3954_456,NA,0.57018
